1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_RFn,GarageFinish_Unf
1869,0,2,0,1869,,617,2007,1869,5,7820,68,362,54,5,9,1869,,2007,2007,318061,False,False,True,False,False,False,False,True,True,False
1453,0,,1082,371,,445,1986,1453,4,5271,,0,80,5,7,1453,,1986,1986,190000,True,False,False,False,True,False,False,False,True,False
616,495,3,236,0,,200,1941,1111,3,9084,60,0,0,6,5,616,,1941,1950,95000,False,True,False,False,False,True,False,False,False,True
720,0,2,0,624,,484,2005,720,3,8520,60,0,0,8,6,624,106,1928,2003,105900,False,False,True,False,False,False,False,True,False,True
1192,403,2,388,552,,240,1940,1595,3,8400,60,0,0,5,6,940,,1940,2000,140000,False,False,True,False,False,True,False,False,False,True
1200,0,3,334,322,,521,1995,1200,4,11249,105,0,26,5,6,1200,,1995,1995,177500,False,False,True,False,False,False,False,False,True,False
1167,0,3,560,598,,400,1992,1167,4,9248,,106,26,6,6,1158,120,1992,1992,173000,False,False,True,False,True,False,False,False,True,False
1142,0,3,874,268,,528,1976,1142,3,4224,44,0,90,5,5,1142,,1976,1976,134000,False,False,True,False,False,False,False,False,False,False
1352,0,3,300,468,,288,1958,1352,4,6930,92,120,0,4,5,1062,,1958,1958,130000,False,False,False,True,False,False,False,False,False,True
1086,838,3,956,130,,592,1998,1924,4,12011,78,530,75,5,8,1086,208,1998,1998,280000,False,False,False,False,True,False,False,False,True,False
912,,2,773,115,,470,1978,912,3,7540,,0,0,6,6,888,,1978,1978,156000,False,False,False,False,True,False,False,False,True,False
988,517,3,399,484,,240,1940,1505,3,9144,,0,0,5,5,883,,1940,1982,145000,False,False,True,False,False,False,True,False,False,False
495,1427,4,0,0,,672,2003,1922,4,7301,64,500,0,5,7,0,,2003,2003,198500,False,False,False,False,False,False,False,False,True,False
483,504,,162,321,,264,1972,987,4,1680,21,510,0,8,6,483,,1972,2007,118000,False,False,True,False,False,False,False,False,False,True
790,784,3,712,84,,566,1976,1574,3,18800,,120,111,5,6,796,,1976,1976,190000,False,True,False,False,True,False,False,False,False,False
672,672,3,456,216,,468,1964,1344,3,10690,59,0,128,7,5,672,,1920,1997,147000,False,False,True,False,False,False,True,False,False,True
1394,0,3,609,785,,514,1963,1394,3,9500,,247,76,5,6,1394,,1963,1963,159000,False,False,True,True,False,False,False,False,True,False
1431,0,3,371,728,,296,1962,1431,3,9150,101,305,110,5,6,1099,,1962,1962,165000,True,False,False,False,True,False,False,False,True,False
1268,0,2,540,728,,244,1954,1268,3,7800,78,200,98,6,5,1268,,1954,1954,132000,False,False,True,False,False,True,False,False,False,False
1287,0,3,72,733,,576,1997,1287,4,9830,,0,17,7,5,1063,364,1959,2006,162000,False,False,True,False,False,False,False,False,False,False
953,711,3,0,953,,460,2000,1664,3,8121,,0,40,5,6,953,,2000,2000,172400,False,False,True,False,False,False,False,True,True,False
1120,468,4,0,0,,680,1991,1588,3,17120,80,0,59,4,4,0,,1959,1959,134432,False,False,False,False,False,False,False,False,False,False
752,0,2,623,0,,264,1984,752,3,7175,50,0,0,5,6,744,,1984,1984,125000,False,False,True,False,False,False,False,False,False,True
1319,0,3,428,0,,270,1953,1319,3,10634,79,0,0,6,5,608,,1953,1953,123000,False,False,True,True,False,False,False,False,False,True
847,1081,4,0,847,,434,2003,1928,4,8200,65,0,48,5,7,847,,2003,2004,219500,False,False,True,False,False,False,False,False,False,False
904,0,1,350,333,,0,,904,2,10020,,0,0,1,1,683,,1922,1950,61000,True,False,False,True,False,False,False,False,False,False
914,0,2,298,572,,576,1998,914,3,8846,57,0,0,5,5,870,,1996,1996,148000,False,False,False,False,True,False,False,False,False,True
1580,886,4,0,1580,,610,2004,2466,4,11143,102,0,214,5,8,1580,,2004,2005,340000,False,False,True,False,False,False,False,True,True,False
1856,0,1,1445,411,,834,2010,1856,5,11394,88,350,0,2,9,1856,,2010,2010,394432,False,False,False,False,True,False,False,False,False,False
1007,793,3,0,982,,463,2000,1800,3,8123,60,16,63,5,6,982,100,2000,2000,179000,False,False,True,False,False,False,False,True,False,False
1026,665,3,218,808,,308,1924,1691,4,5000,50,0,0,6,5,1026,,1924,1950,127000,False,False,True,False,False,True,False,False,False,True
1301,0,2,0,1293,,572,2006,1301,4,7200,60,0,121,5,7,1293,,2006,2006,187750,False,False,True,False,False,False,False,True,True,False
939,858,3,0,939,0,639,2006,1797,4,9245,79,0,53,5,7,939,144,2006,2006,213500,False,False,False,False,False,False,False,True,False,False
784,0,2,0,784,91,360,1950,784,3,9000,60,0,0,3,6,784,,1928,1950,76000,False,False,True,False,False,False,False,True,False,True
1079,874,3,985,595,0,501,1992,1953,4,53107,,0,231,5,6,1580,,1992,1992,240000,False,False,False,False,True,False,False,False,False,False
1269,0,2,24,1232,,430,2004,1269,4,3182,43,16,20,5,8,1256,146,2004,2005,192000,False,False,True,False,True,False,False,False,False,False
658,526,5,0,658,,0,,1184,3,8410,58,0,151,3,5,658,0,1910,1996,81000,False,False,True,False,False,False,False,True,False,False
1125,0,,631,410,,352,1977,1125,3,7200,72,255,0,6,6,1041,296,1976,1976,125000,False,False,False,False,False,False,False,False,False,True
1479,0,3,0,1468,,577,1999,1479,4,9382,93,125,25,5,7,1468,,1999,2000,191000,False,False,True,False,False,False,False,True,True,False
1742,590,3,1280,402,,846,2008,2332,5,12474,96,272,134,5,10,1682,,2007,2008,426000,False,False,False,False,True,False,False,False,False,False
961,406,4,241,229,,384,1978,1367,3,8405,50,0,130,8,5,861,,1900,1950,119000,False,False,True,False,False,False,True,False,False,True
804,1157,3,690,114,,560,2001,1961,4,12209,71,0,192,5,6,804,,2001,2002,215000,False,False,True,False,False,False,False,False,False,False
882,0,3,0,0,,294,1959,882,3,8339,,0,0,7,5,0,,1959,1959,106500,False,False,False,False,False,False,False,False,True,False
788,0,2,266,522,,0,,788,3,7446,,0,0,5,4,788,,1941,1950,100000,False,False,True,False,False,False,True,False,False,False
735,299,2,0,735,,240,1940,1034,3,10134,60,0,39,6,5,735,,1940,1950,109000,False,False,True,False,False,False,False,False,False,True
1144,,,739,405,,596,1956,1144,3,9571,68,0,0,6,5,1144,44,1956,1956,129000,False,False,False,True,False,False,False,False,False,True
894,0,2,777,117,,600,1985,894,3,7200,60,0,0,5,5,894,,1972,1972,123000,False,False,False,False,False,False,True,False,True,False
876,936,4,540,324,,264,1962,1812,3,7590,69,288,168,5,5,864,,1962,1962,169500,False,False,True,False,False,False,False,False,True,False
1077,0,2,0,961,,338,1920,1077,3,8967,60,0,0,2,5,961,,1920,1950,67000,False,False,True,False,False,False,False,True,False,True
1112,438,2,812,280,,438,2007,1550,4,8125,65,100,168,5,7,1092,,2006,2007,241000,False,False,True,False,True,False,False,False,False,False
1288,0,1,786,474,,500,1996,1288,5,14963,38,0,30,5,8,1260,,1996,1996,245500,False,False,True,False,True,False,False,False,False,False
1310,0,3,24,1286,,400,2005,1310,4,8767,65,0,0,5,7,1310,,2005,2005,164990,False,False,False,False,True,False,False,False,False,False
672,0,2,0,672,,240,1940,672,3,10200,60,0,0,8,5,672,,1940,1997,108000,False,False,True,False,False,False,False,True,False,True
1165,,4,0,1141,0,420,1998,2263,4,12090,93,650,123,5,8,1141,144,1998,1998,258000,False,False,True,False,False,False,False,True,False,False
806,766,3,0,806,,373,1995,1572,3,10364,,0,40,5,6,806,,1995,1996,168000,False,False,True,False,False,False,False,True,False,False
1620,0,3,1116,165,,490,1993,1620,3,9991,,0,78,4,4,1281,,1976,1993,150000,False,False,True,True,False,False,False,False,False,True
1166,0,3,0,1064,,240,1936,1639,3,10480,51,0,0,5,6,1064,,1936,1950,115000,False,False,True,False,False,False,False,True,False,True
840,840,,0,840,,308,1960,1680,3,15576,63,0,0,7,6,840,0,1915,1976,177000,False,False,True,False,False,False,False,True,False,False
1071,1101,,0,1063,,947,2006,2172,4,14154,109,350,62,5,7,1063,,2006,2006,280000,False,False,True,False,False,False,False,True,True,False
1050,1028,3,789,245,,836,2008,2078,5,10800,85,100,102,5,8,1034,,2007,2008,339750,False,False,True,False,True,False,False,False,False,False
1276,0,,0,1276,,350,1958,1276,3,9571,68,0,0,3,5,1276,,1958,1958,60000,False,False,True,False,False,False,False,True,False,True
1056,0,3,1056,0,,572,1955,1056,3,34650,100,0,0,5,5,1056,,1955,1955,145000,False,True,False,False,False,False,True,False,False,False
1478,0,2,578,892,,484,2009,1478,4,4403,,432,144,5,7,1470,,2009,2009,222000,False,False,False,False,True,False,False,False,False,False
1028,,2,0,1008,,360,1927,1028,3,8960,56,0,0,6,5,1008,,1927,1950,115000,False,False,True,False,False,False,False,True,False,True
1080,1017,3,50,499,,678,1993,2097,4,11228,59,0,187,5,7,1080,,1993,1993,228000,False,False,True,True,False,False,False,False,False,False
1340,0,3,24,1316,,396,2007,1340,4,8899,73,0,30,5,7,1340,,2007,2007,181134,False,False,False,False,True,False,False,False,False,False
672,728,,209,463,,440,1978,1400,3,7844,74,203,0,7,6,672,,1978,1978,149500,False,False,True,False,False,False,False,False,False,False
1370,1254,4,1128,242,,864,1918,2624,3,22420,86,0,0,6,6,1370,,1918,1950,239000,False,False,True,True,False,False,False,False,False,True
756,378,3,312,444,,240,1940,1134,3,8160,60,0,0,6,5,756,,1940,1950,126000,False,False,True,False,False,False,False,False,False,True
1056,0,3,775,281,,304,1968,1056,3,8450,65,0,85,6,5,1056,,1968,1968,142000,False,False,True,True,False,False,False,False,False,True
1344,0,,1309,35,,784,1997,1344,3,7060,78,200,0,5,7,1344,,1997,1998,206300,True,False,False,False,True,False,False,False,False,False
1602,0,3,1246,356,0,529,1977,1602,4,16635,,126,0,7,6,1602,,1977,2000,215000,False,False,True,False,False,False,False,False,False,False
988,0,2,0,988,,520,1954,988,3,21750,100,0,0,5,5,988,,1954,1954,113000,False,False,True,False,False,False,False,False,True,False
1470,,4,986,484,,696,1998,2630,4,9200,80,473,66,5,8,1470,,1998,1998,315000,False,False,True,False,True,False,False,False,False,False
1196,0,2,616,580,,297,1956,1196,3,9000,72,74,44,5,6,1196,,1956,1956,139000,False,False,True,False,False,True,False,False,True,False
707,682,3,0,651,,240,1947,1389,3,3378,60,0,0,8,7,651,,1946,1992,135000,False,False,True,False,False,False,False,True,False,True
1644,0,2,1518,0,,569,1989,1644,4,12800,,145,0,5,7,1518,,1989,1989,275000,True,False,False,False,True,False,False,False,False,False
907,0,3,288,619,,352,1964,907,3,8593,77,0,0,6,4,907,,1957,1957,109008,False,False,True,False,False,False,True,False,False,True
1208,,2,664,544,,628,2007,1208,4,6762,64,108,54,5,7,1208,105,2007,2007,195400,False,False,True,False,True,False,False,False,True,False
1412,0,3,1005,387,,576,1988,1412,4,11457,130,0,0,5,6,1392,,1988,1988,175000,False,True,False,False,True,False,False,False,False,True
483,504,2,387,96,,264,1971,987,3,1680,21,232,0,5,6,483,,1971,1971,85400,False,False,True,False,False,False,False,False,False,True
1088,110,4,0,901,,0,,1198,3,5586,60,0,98,7,6,901,,1920,1998,79900,False,False,True,False,False,False,False,False,False,False
765,600,2,471,294,,440,1971,1365,3,1920,24,376,36,5,5,765,,1971,1971,122500,False,False,True,False,False,False,False,False,False,True
926,678,3,0,926,,470,1997,1604,3,10839,100,0,36,5,6,926,0,1997,1998,181000,False,False,True,False,False,False,False,True,False,False
630,0,1,495,135,,0,,630,3,1890,21,0,0,7,4,630,,1972,1972,81000,False,False,False,False,False,False,False,False,False,False
827,834,3,385,70,,550,1996,1661,4,10667,43,0,61,6,7,799,,1996,1996,212000,False,False,False,False,True,False,False,False,True,False
734,,2,0,648,,440,1990,1118,3,4400,40,0,0,8,6,648,,1920,1950,116000,False,False,True,False,False,False,False,True,False,False
904,0,2,0,884,,180,1926,904,3,6000,50,0,0,7,6,884,,1926,2004,119000,False,False,True,False,False,False,False,True,False,True
694,0,,365,75,,352,1990,694,4,4280,40,0,0,6,5,440,,1913,2002,90350,False,False,True,False,False,True,False,False,False,True
684,512,3,0,684,,528,2005,1196,4,12354,67,0,46,8,6,684,,1920,2000,110000,False,True,False,False,False,False,False,True,False,True
2402,0,2,1767,788,,672,2008,2402,5,15431,105,200,72,5,10,3094,,2008,2008,555000,True,False,False,False,True,False,False,False,False,False
1440,0,4,133,1307,,0,,1440,2,12108,92,270,0,4,4,1440,,1955,1955,118000,False,False,True,False,False,False,False,False,False,False
1128,445,3,0,1078,,360,1930,1573,3,6240,52,0,0,7,5,1078,,1930,1992,162900,False,False,True,False,False,False,False,True,False,True
1258,0,2,0,1258,,648,2007,1258,4,3922,53,72,16,5,7,1258,,2006,2007,172500,False,False,False,False,False,False,False,True,False,False
933,975,4,642,273,,493,1994,1908,4,8750,70,0,133,5,7,915,,1994,1995,210000,False,False,True,False,True,False,False,False,False,True
1689,0,3,0,1436,0,480,1956,1689,3,9855,73,0,0,5,6,1436,,1956,1956,127500,False,False,True,False,False,False,False,True,False,True
1888,0,2,247,557,,578,1966,1888,4,16492,137,0,0,6,6,1517,,1966,2002,190000,False,False,True,False,False,False,False,False,False,False
956,930,,0,930,,431,1998,1886,4,11214,,0,0,5,7,930,,1998,1999,199900,False,False,True,False,False,False,False,True,False,False
780,596,3,0,780,,198,1937,1376,3,8600,50,0,0,6,6,780,,1937,1950,119500,False,False,True,False,False,False,False,True,False,True
679,504,2,331,318,,308,1981,1183,3,6000,50,0,176,7,3,649,,1948,2002,120000,False,False,True,False,False,False,False,False,False,True
813,0,2,0,813,,270,1932,813,4,5684,70,0,113,8,6,813,0,1930,2005,110000,False,False,True,False,False,False,False,True,False,True
1533,0,2,655,878,,576,1975,1533,4,70761,62,0,54,5,7,1533,,1975,1975,280000,True,False,False,False,False,False,False,False,False,True
888,868,3,742,130,,422,1996,1756,3,9303,,42,122,5,6,872,,1996,1997,204000,False,False,True,False,False,False,False,False,False,False
786,,3,0,768,,676,2008,1590,4,9000,75,0,30,5,8,768,0,2008,2008,210000,False,False,True,False,False,False,False,True,True,False
1728,0,4,1606,122,,560,1976,1728,3,9297,63,0,0,5,5,1728,,1976,1976,188000,False,False,True,False,False,False,False,False,False,True
1242,0,3,916,326,,528,1973,1242,3,9600,80,320,0,6,7,1242,,1973,1973,175500,False,False,True,False,False,False,False,False,False,True
624,720,4,0,624,,513,1916,1344,3,4571,34,0,0,5,5,624,,1916,1950,98000,False,False,True,False,False,False,False,True,False,True
1663,0,2,1116,248,,529,1954,1663,4,53227,,0,137,6,4,1364,,1954,1994,256000,True,False,False,True,False,False,False,False,False,False
833,833,3,0,588,,228,1925,1666,4,5100,,0,63,7,8,588,,1925,1996,161000,False,False,True,False,False,False,False,True,False,True
979,224,3,185,524,,352,1950,1203,4,7015,,161,0,4,5,709,,1950,1950,110000,False,False,True,False,False,True,False,False,False,True
832,1103,3,544,288,,552,2009,1935,3,8004,75,110,150,5,8,832,,2009,2009,263435,False,False,True,False,True,False,False,False,False,False
575,560,3,350,0,,576,1971,1135,4,7200,60,0,0,9,7,560,,1936,2007,155000,False,False,True,False,False,False,False,False,True,False
864,0,3,553,0,,360,1965,864,3,8281,60,0,0,5,5,864,,1965,1965,62383,False,False,True,False,False,False,True,False,False,True
849,811,3,326,389,,240,1939,1660,3,11988,74,0,0,7,6,715,,1934,1995,188700,False,False,True,False,False,True,False,False,False,True
1040,0,3,616,424,,0,,1040,3,8430,60,136,0,5,5,1040,,1978,1978,124000,False,False,True,False,False,False,True,False,False,False
1414,0,2,0,1375,,398,2004,1414,4,3072,,18,20,5,7,1375,,2004,2004,178740,False,False,True,False,False,False,False,True,False,False
1277,0,2,778,499,0,526,1970,1277,3,10628,85,0,0,5,7,1277,0,1970,1970,167000,True,False,False,False,True,False,False,False,False,True
888,,3,386,342,,312,1942,1644,4,9480,79,224,0,7,5,728,,1942,1995,146500,False,False,True,False,False,True,False,False,False,True
1634,0,3,0,1626,,866,2006,1634,4,11428,98,248,44,5,8,1626,,2006,2006,250000,False,False,True,False,False,False,False,True,False,False
832,878,3,426,406,,506,1993,1710,4,9291,76,120,70,5,6,832,,1993,1993,187000,False,False,True,False,True,False,False,False,True,False
1502,0,1,368,0,,528,1985,1502,4,6820,,0,54,5,8,1488,,1985,1985,212000,False,False,False,False,True,False,False,False,True,False
1161,808,3,0,808,,534,1977,1969,3,11952,92,0,0,6,7,808,,1977,1977,190000,False,False,True,False,False,False,False,True,True,False
1072,0,2,459,88,,525,2005,1072,3,3675,35,80,28,5,6,547,,2005,2005,148000,True,False,False,False,False,False,False,False,False,False
1976,0,2,1350,626,,908,2006,1976,4,14977,110,304,63,5,8,1976,,2006,2007,440000,True,False,False,False,False,False,False,False,True,False
1652,0,2,1196,298,,499,2000,1652,5,5330,41,0,48,5,8,1494,,2000,2000,251000,False,False,False,False,True,False,False,False,True,False
970,0,2,630,340,,624,1996,970,3,8480,80,0,24,6,5,970,,1963,1963,132500,False,False,True,False,True,False,False,False,False,True
1493,0,,994,484,,508,1997,1493,4,13125,75,215,39,5,6,1478,,1997,1998,208900,True,False,False,False,True,False,False,False,False,False
2069,574,3,0,2153,0,694,2006,2643,5,13693,105,772,84,5,9,2153,,2006,2006,380000,False,False,False,False,False,False,False,True,False,False
1718,0,3,1288,417,0,826,2007,1718,4,10637,79,336,44,5,8,1705,,2007,2008,297000,True,False,False,False,True,False,False,False,True,False
1131,0,,168,739,,672,1995,1131,3,5925,50,435,72,7,4,907,,1937,2000,89471,False,False,True,False,False,False,True,False,False,True
1850,0,3,1261,572,,772,2004,1850,4,16033,98,378,112,5,9,1833,,2004,2005,326000,True,False,False,False,True,False,False,False,False,False
1792,0,2,1567,225,,874,2003,1792,5,11846,72,562,49,5,9,1792,,2003,2004,374000,True,False,False,False,True,False,False,False,False,False
916,,4,299,611,,164,1915,1826,5,2500,50,0,0,8,7,910,,1915,2005,155000,False,False,True,False,False,False,False,False,False,True
1216,,2,897,319,0,402,1998,1216,3,4500,32,116,125,5,6,1216,,1998,1998,164000,False,False,True,False,True,False,False,False,False,True
999,0,3,588,411,,264,1963,999,4,7758,,0,132,7,5,999,,1962,2001,132500,False,False,True,False,False,False,False,False,False,True
1113,0,3,607,506,,264,1950,1113,4,9600,80,0,80,7,5,1113,,1950,2007,147000,False,False,True,False,False,False,False,False,False,True
1073,0,3,836,237,,515,1965,1073,3,10289,79,168,0,7,5,1073,,1965,1965,156000,False,False,True,False,False,False,False,False,True,False
1484,0,3,998,486,,487,1971,1484,3,12243,70,0,0,6,5,1484,,1971,1971,175000,False,False,False,False,False,False,False,False,False,True
1766,648,3,664,290,,520,1970,2414,3,10800,60,0,0,4,5,954,,1900,1970,160000,False,False,True,True,False,False,False,False,False,False
630,0,,515,115,,286,1970,630,4,1526,21,0,0,8,4,630,,1970,2002,86000,False,False,False,False,True,False,False,False,False,True
616,688,3,0,264,,336,1976,1304,3,2665,,0,24,6,5,264,141,1976,1976,115000,False,True,False,False,False,False,False,True,False,False
958,620,3,403,238,,240,1941,1578,2,9490,79,0,0,7,6,806,,1941,1950,133000,False,False,True,True,False,False,False,False,False,True
728,728,3,0,728,,429,2006,1456,3,15578,105,0,0,5,6,728,,2006,2006,172785,False,False,True,False,False,False,False,True,True,False
1269,0,3,374,363,,308,1964,1269,3,7931,70,0,0,6,5,1269,,1960,1960,155000,False,False,True,True,False,False,False,False,False,True
886,0,2,0,190,,273,1938,886,3,5784,50,0,20,8,5,190,,1938,1996,91300,False,False,True,False,False,False,False,True,False,True
720,0,2,495,225,,0,,720,3,7879,60,0,523,5,4,720,,1920,1950,34900,False,False,True,False,False,False,True,False,False,False
3228,0,,1231,1969,,546,1992,3228,4,12692,,0,75,5,8,3200,,1992,1993,430000,False,False,True,False,True,False,False,False,False,False
1133,687,4,329,697,,240,1925,1820,3,9120,60,0,100,6,7,1026,,1925,1950,184000,False,False,True,False,False,False,True,False,False,True
899,0,3,450,414,,288,1967,899,4,7800,65,89,0,7,5,864,,1967,2004,130000,False,False,True,False,False,False,False,False,False,False
912,0,2,111,522,,297,1958,912,3,7535,70,0,285,7,5,912,,1958,1985,120000,False,False,True,True,False,False,False,False,False,False
672,546,3,356,316,,264,1973,1218,3,1890,21,285,28,5,6,672,,1973,1973,113000,False,False,True,True,False,False,False,False,False,True
866,902,3,400,466,,603,2005,1768,4,9803,75,0,108,5,7,866,,2005,2005,226700,False,False,True,False,True,False,False,False,True,False
1214,0,2,698,420,,461,1965,1214,3,9170,70,0,0,7,5,1214,,1965,1965,140000,False,False,True,False,False,False,False,False,False,True
1801,0,1,1247,254,,484,1959,1801,3,15602,100,0,54,8,7,1501,,1959,1997,289000,False,False,True,False,False,False,False,False,False,False
855,,3,257,103,,440,1974,1322,3,2308,24,0,0,5,6,855,,1974,1974,147000,False,False,True,False,False,False,False,False,False,True
960,1000,4,0,960,,400,1952,1960,3,7596,60,360,0,5,5,960,,1952,1952,124500,False,False,True,False,False,False,False,True,False,True
1065,846,3,380,397,0,471,1993,1911,4,9554,80,125,81,5,8,777,,1993,1994,215000,False,False,True,False,False,False,False,False,True,False
1218,0,2,27,1191,,676,2009,1218,4,7862,75,0,102,5,6,1218,,2009,2009,208300,False,False,True,False,True,False,False,False,False,False
689,689,3,141,548,,360,1928,1378,4,9600,60,0,0,9,7,689,,1928,2005,161000,False,False,True,False,False,False,True,False,False,True
1041,0,3,991,50,,270,1959,1041,3,9600,80,132,88,6,5,1041,,1959,1959,124500,False,False,True,False,False,False,False,False,True,False
1363,0,2,650,178,,288,1951,1363,3,14559,75,70,42,7,5,1008,,1951,2000,164900,False,False,True,True,False,False,False,False,False,True
1368,0,2,0,1368,0,474,2005,1368,4,6792,40,94,35,5,7,1368,,2005,2006,202665,False,False,True,False,False,False,False,True,False,False
864,0,3,521,169,,624,1964,864,3,9100,70,0,0,5,5,864,,1958,1958,129900,False,False,True,True,False,False,False,False,False,False
1080,,3,336,748,158,484,1983,1080,3,9187,71,0,0,5,6,1084,,1983,1983,134000,False,False,True,False,False,False,False,False,False,True
789,0,2,0,768,,200,1926,789,3,10594,55,0,0,5,5,768,,1926,1950,96500,False,False,True,False,False,False,False,True,False,True
2020,0,3,1436,570,,900,2009,2020,5,12220,94,305,54,5,10,2006,,2009,2009,402861,False,False,True,False,True,False,False,False,False,False
1378,741,3,0,689,,583,1972,2119,3,10448,,333,104,6,6,689,,1972,1972,158000,False,False,True,False,False,False,False,True,False,False
1277,1067,3,0,1264,0,889,1996,2344,4,10208,79,921,0,5,7,1264,,1996,1997,265000,False,False,True,False,False,False,False,True,True,False
882,914,3,706,88,,546,1998,1796,3,9531,,0,36,5,6,794,,1998,1998,211000,False,True,False,False,True,False,False,False,True,False
1276,804,3,0,1276,,282,1926,2080,4,10918,53,0,0,9,7,1276,0,1926,2004,234000,False,False,True,False,False,False,False,True,False,True
694,600,3,0,0,,0,,1294,3,10800,60,0,114,7,4,0,,1900,2000,106250,False,False,False,False,False,False,False,False,False,False
1244,0,3,777,467,,336,1957,1244,3,11988,90,0,40,6,6,1244,,1957,1957,150000,False,False,True,False,False,False,True,False,False,True
1004,,3,399,605,,420,1950,1664,3,5000,50,0,24,7,6,1004,,1947,1950,159000,False,False,True,False,False,False,False,False,False,False
3138,1538,3,2260,878,,884,2007,4676,5,40094,130,762,406,5,10,3138,,2007,2008,184750,True,False,False,False,True,False,False,False,False,False
1383,1015,3,719,660,,834,1996,2398,4,11787,95,594,60,5,7,1379,,1996,1997,315750,False,False,True,False,False,False,False,False,False,False
1266,0,3,0,1257,,453,2005,1266,4,7500,62,0,144,5,7,1257,,2005,2005,176000,False,False,True,False,False,False,False,True,False,True
928,0,2,377,551,,252,1956,928,3,13300,70,0,0,7,5,928,,1956,2000,132000,False,False,True,False,False,False,True,False,False,True
1476,1237,3,1330,122,,858,2008,2713,5,14948,67,268,66,5,9,1452,,2008,2008,446261,False,False,False,False,True,False,False,False,False,False
605,0,2,348,180,,0,,605,3,9098,58,0,0,7,4,528,,1920,2002,86000,False,True,False,False,False,False,False,False,False,False
2515,0,4,1219,816,,484,1975,2515,3,32668,,,0,3,6,2035,,1957,1975,200624,False,False,True,False,False,False,True,False,False,False
1509,0,3,783,678,,600,1988,1509,4,10200,85,219,0,5,6,1461,,1988,1989,175000,False,False,False,False,True,False,False,False,True,False
751,611,3,0,611,,502,1920,1362,3,6155,60,0,0,8,6,611,,1920,1999,128000,False,True,False,False,False,False,False,True,False,False
827,0,2,0,0,,392,1967,827,3,7200,60,0,0,7,5,0,,1955,2007,107500,False,False,False,False,False,False,False,False,False,False
334,0,1,0,0,,0,,334,2,5000,50,0,0,3,1,0,,1946,1950,39300,False,False,False,False,False,False,False,False,False,False
707,707,3,0,707,,403,2004,1414,4,9056,74,0,35,5,8,707,,2004,2004,178000,False,False,False,False,False,False,False,True,False,False
820,527,3,969,148,,0,,1347,3,7000,70,0,0,7,5,1117,,1910,1991,107500,True,False,False,False,True,False,False,False,False,False
880,844,3,0,880,0,527,1998,1724,4,8924,57,0,155,5,7,880,,1998,1999,188000,False,False,False,False,False,False,False,True,False,False
864,0,3,600,264,,576,1980,864,3,12735,,0,0,5,4,864,,1972,1972,111250,False,False,True,True,False,False,False,False,False,True
1159,0,3,673,378,,336,1968,1159,3,11553,,188,0,5,5,1051,466,1968,1968,158000,False,False,True,True,False,False,False,False,False,True
1601,0,3,1358,223,,670,2001,1601,4,11423,,479,0,5,8,1581,,2001,2002,272000,False,False,False,False,True,False,False,False,True,False
1838,0,2,1260,578,,765,2006,1838,5,14601,85,584,68,5,9,1838,,2006,2006,315000,False,False,False,False,True,False,False,False,False,False
997,1288,4,0,969,,648,2000,2285,4,11000,,72,56,5,8,969,,2000,2000,248000,False,False,True,False,False,False,False,True,False,False
1680,0,3,144,379,0,583,1998,1680,4,10140,78,0,73,5,7,1650,78,1998,1999,213250,False,False,True,False,False,True,False,False,False,False
767,0,1,584,0,0,367,1998,767,3,4058,34,182,40,5,7,723,,1998,1998,133000,False,False,False,False,True,False,False,False,False,False
664,,3,554,100,,426,2006,1496,4,17104,58,0,24,5,7,654,100,2006,2006,179665,False,False,False,False,True,False,False,False,True,False
1377,806,4,1002,0,,786,1988,2183,4,13837,,178,0,5,7,1204,0,1988,1988,229000,False,False,True,False,True,False,False,False,False,True
915,720,3,300,765,,440,1950,1635,3,8737,70,0,38,7,6,1065,0,1923,1950,210000,False,False,True,False,False,False,True,False,False,True
768,0,2,619,149,,624,1987,768,3,7244,54,0,0,7,5,768,,1970,1970,129500,False,False,False,False,False,False,False,False,False,True
825,0,2,180,0,,720,1963,825,3,8235,49,0,50,7,5,825,,1955,1995,125000,False,False,True,False,False,True,False,False,True,False
912,1182,4,0,912,,615,2003,2094,4,9375,75,0,182,5,7,912,,2003,2004,263000,False,False,True,False,False,False,False,True,False,False
1069,0,2,559,510,,440,1977,1069,3,4043,53,0,55,6,6,1069,,1977,1977,140000,False,False,True,False,False,False,False,False,True,False
928,0,3,308,620,,288,1957,928,3,6000,50,0,0,6,5,928,,1957,1957,112500,False,False,True,False,False,False,True,False,False,False
1717,0,3,0,1709,,908,2006,1717,4,11146,87,250,39,5,8,1709,,2006,2006,255500,False,False,False,False,False,False,False,True,True,False
1126,0,2,0,0,,520,2002,1126,4,8777,67,0,96,5,4,0,,1949,2003,108000,False,False,False,False,False,False,False,False,False,False
